Name+Seed,Rank,Conference,W-L,AdjEM,AdjO,R_AdjO,AdjD,R_AdjD,AdjT,R_AdjT,Luck,R_Luck,AdjEM1,R_AdjEM1,OppO,R_OppO,OppD,R_OppD,AdjEM2,R_AdjEM2,W_64,W_32,W_16,W_8,W_4,W_2
Detroit 15,118,Horz,22-13,.6306,107.1,74,101.7,179,68.2,75,-.010,195,.4816,168,100.0,220,100.7,144,.5248,137,0,0,0,0,0,0
North Carolina 1,5,ACC,29-5,.9427,116.5,12,88.6,12,72.2,9,+.014,138,.6848,28,105.4,34,97.7,30,.5787,86,1,1,1,0,0,0
Creighton 8,36,MVC,28-5,.8336,119.0,5,101.7,180,67.0,122,+.074,21,.5718,105,102.5,106,99.7,106,.4806,194,1,0,0,0,0,0
Wichita St. 5,10,MVC,27-5,.9307,116.5,11,90.4,19,67.0,125,-.001,178,.5934,85,103.2,78,99.4,99,.5810,82,0,0,0,0,0,0
Indiana 4,11,B10,25-8,.9233,120.3,4,94.4,55,67.5,106,+.001,171,.7108,17,105.8,21,97.0,12,.4101,271,1,1,0,0,0,0
New Mexico St. 13,63,WAC,26-9,.7725,107.6,68,95.5,69,70.8,19,-.045,270,.4686,185,101.4,152,102.6,218,.4757,197,0,0,0,0,0,0
Colorado 11,75,P12,23-11,.7304,103.1,134,93.5,43,65.5,202,+.075,20,.6102,74,103.3,73,98.9,76,.5284,131,1,0,0,0,0,0
Baylor 3,14,B12,27-7,.9073,116.0,15,92.8,32,66.5,145,+.057,44,.7088,19,106.2,14,97.4,23,.4073,279,1,1,1,0,0,0
South Dakota St. 14,57,Sum,27-7,.7822,112.0,28,98.9,126,65.6,194,+.041,77,.4325,216,100.9,176,103.6,278,.5465,114,0,0,0,0,0,0
Notre Dame 7,41,BE,22-11,.8200,109.5,50,94.4,58,61.3,327,+.046,67,.6684,40,104.6,44,97.7,29,.4345,240,0,0,0,0,0,0
Xavier 10,60,A10,21-12,.7763,107.2,73,94.9,64,67.6,101,+.032,93,.6782,34,105.6,27,98.2,51,.6299,44,1,1,0,0,0,0
Duke 2,17,ACC,27-6,.8973,117.0,8,94.7,62,67.6,100,+.072,24,.7348,5,106.6,8,96.5,7,.7221,14,0,0,0,0,0,0
Lehigh 15,83,Pat,26-7,.7184,106.6,84,97.3,99,68.6,58,-.035,253,.3475,307,98.0,302,104.2,301,.4032,283,1,0,0,0,0,0
Kentucky 1,2,SEC,32-2,.9659,120.8,3,87.2,6,65.7,191,+.025,108,.6644,44,104.7,40,97.9,41,.5179,149,1,1,1,1,1,1
Iowa St. 8,28,B12,22-10,.8563,111.8,30,94.0,47,67.3,112,-.010,198,.6786,32,105.4,33,98.0,43,.4100,273,1,0,0,0,0,0
Indiana 4,11,B10,25-8,.9233,120.3,4,94.4,55,67.5,106,+.001,171,.7108,17,105.8,21,97.0,12,.4101,271,1,1,0,0,0,0
Colorado 11,75,P12,23-11,.7304,103.1,134,93.5,43,65.5,202,+.075,20,.6102,74,103.3,73,98.9,76,.5284,131,1,0,0,0,0,0
Baylor 3,14,B12,27-7,.9073,116.0,15,92.8,32,66.5,145,+.057,44,.7088,19,106.2,14,97.4,23,.4073,279,1,1,1,0,0,0
Xavier 10,60,A10,21-12,.7763,107.2,73,94.9,64,67.6,101,+.032,93,.6782,34,105.6,27,98.2,51,.6299,44,1,1,0,0,0,0
Colorado St. 11,78,MWC,20-11,.7286,111.8,29,101.6,176,64.7,246,+.077,19,.6267,64,103.3,72,98.2,52,.5336,127,0,0,0,0,0,0
Marquette 3,18,BE,25-7,.8959,112.2,27,91.0,20,71.4,15,+.048,63,.6940,26,104.6,45,96.5,6,.4949,182,1,1,0,0,0,0
Florida 7,19,SEC,23-10,.8898,120.8,2,98.5,121,64.9,234,-.035,252,.6820,30,104.0,62,96.6,8,.5096,160,1,1,1,0,0,0
Virginia 10,26,ACC,22-9,.8706,104.8,104,87.0,5,60.4,339,-.044,268,.5923,87,102.8,96,99.1,87,.3562,311,0,0,0,0,0,0
Missouri 2,8,B12,30-4,.9382,125.4,1,96.2,76,66.3,152,+.033,89,.6546,48,104.4,50,98.1,46,.3521,314,0,0,0,0,0,0
Norfolk St. 15,213,MEAC,25-9,.3786,96.7,239,101.5,174,67.7,94,+.159,1,.3036,331,97.3,317,105.6,338,.5339,126,1,0,0,0,0,0
Michigan St. 1,3,B10,27-7,.9624,116.6,10,84.9,3,65.6,197,-.037,255,.7560,2,107.4,6,96.2,3,.4906,185,1,1,0,0,0,0
New Mexico 5,13,MWC,27-6,.9092,111.0,33,88.6,13,66.7,137,+.012,144,.5494,118,102.0,129,100.0,123,.3863,298,1,0,0,0,0,0
Louisville 4,20,BE,26-9,.8881,103.7,123,84.7,2,67.7,99,+.021,120,.7082,21,106.1,15,97.3,19,.5166,151,1,1,1,1,0,0
Murray St. 6,49,OVC,30-1,.7974,107.7,67,94.2,52,66.0,171,+.039,80,.3987,268,100.1,215,104.2,299,.6089,59,1,0,0,0,0,0
Marquette 3,18,BE,25-7,.8959,112.2,27,91.0,20,71.4,15,+.048,63,.6940,26,104.6,45,96.5,6,.4949,182,1,1,0,0,0,0
Florida 7,19,SEC,23-10,.8898,120.8,2,98.5,121,64.9,234,-.035,252,.6820,30,104.0,62,96.6,8,.5096,160,1,1,1,0,0,0
Norfolk St. 15,213,MEAC,25-9,.3786,96.7,239,101.5,174,67.7,94,+.159,1,.3036,331,97.3,317,105.6,338,.5339,126,1,0,0,0,0,0
Michigan St. 1,3,B10,27-7,.9624,116.6,10,84.9,3,65.6,197,-.037,255,.7560,2,107.4,6,96.2,3,.4906,185,1,1,0,0,0,0
Louisville 4,20,BE,26-9,.8881,103.7,123,84.7,2,67.7,99,+.021,120,.7082,21,106.1,15,97.3,19,.5166,151,1,1,1,1,0,0
Marquette 3,18,BE,25-7,.8959,112.2,27,91.0,20,71.4,15,+.048,63,.6940,26,104.6,45,96.5,6,.4949,182,1,1,0,0,0,0
West Virginia 10,42,BE,19-13,.8166,110.6,36,95.6,70,64.9,226,-.028,238,.6979,24,105.6,26,97.3,21,.5425,116,0,0,0,0,0,0
Ohio St. 2,1,B10,27-7,.9666,117.1,7,84.3,1,67.9,84,-.053,293,.7328,8,107.6,5,97.5,25,.4365,237,1,1,1,1,0,0
Loyola MD 15,125,MAAC,24-8,.6097,102.9,139,98.5,120,64.1,266,+.110,6,.4443,204,100.2,208,102.4,208,.5210,145,0,0,0,0,0,0
Syracuse 1,7,BE,31-2,.9397,116.2,14,88.9,15,65.9,186,+.064,34,.6734,37,105.0,39,97.8,35,.4594,214,1,1,1,0,0,0
Kansas St. 8,22,B12,21-10,.8799,109.7,46,90.4,18,67.2,115,-.037,257,.6890,27,105.2,36,97.3,22,.4108,269,1,0,0,0,0,0
Vanderbilt 5,16,SEC,24-10,.9020,114.8,18,92.5,31,65.5,198,-.041,264,.6954,25,106.0,17,97.8,32,.5690,92,1,0,0,0,0,0
Wisconsin 4,6,B10,24-9,.9411,112.5,25,85.8,4,58.9,344,-.010,200,.7177,13,106.3,13,97.0,14,.4199,257,1,1,0,0,0,0
Cincinnati 6,30,BE,24-10,.8529,109.6,49,92.3,28,63.7,281,+.012,143,.6280,61,103.1,84,97.9,39,.2800,338,1,1,0,0,0,0
Florida St. 3,21,ACC,24-9,.8828,107.9,63,88.6,14,67.7,97,+.039,81,.7087,20,105.8,20,97.1,15,.5717,91,1,0,0,0,0,0
Gonzaga 7,31,WCC,25-6,.8492,110.0,43,92.9,33,65.9,182,-.009,194,.5175,143,102.5,109,101.8,177,.5242,139,1,0,0,0,0,0
Ohio St. 2,1,B10,27-7,.9666,117.1,7,84.3,1,67.9,84,-.053,293,.7328,8,107.6,5,97.5,25,.4365,237,1,1,1,1,0,0
Syracuse 1,7,BE,31-2,.9397,116.2,14,88.9,15,65.9,186,+.064,34,.6734,37,105.0,39,97.8,35,.4594,214,1,1,1,0,0,0
Wisconsin 4,6,B10,24-9,.9411,112.5,25,85.8,4,58.9,344,-.010,200,.7177,13,106.3,13,97.0,14,.4199,257,1,1,0,0,0,0
Cincinnati 6,30,BE,24-10,.8529,109.6,49,92.3,28,63.7,281,+.012,143,.6280,61,103.1,84,97.9,39,.2800,338,1,1,0,0,0,0
Ohio St. 2,1,B10,27-7,.9666,117.1,7,84.3,1,67.9,84,-.053,293,.7328,8,107.6,5,97.5,25,.4365,237,1,1,1,1,0,0
Syracuse 1,7,BE,31-2,.9397,116.2,14,88.9,15,65.9,186,+.064,34,.6734,37,105.0,39,97.8,35,.4594,214,1,1,1,0,0,0
